冯	5680
谭	3068
孜	1067
孚	1005
枝	8502
澜	1282
碉	228
艾	21214
斛	320
狄	219
竖	1436
鼻	1728
孔	8572
祈	161
陀	3026
幢	4912
魁	1240
宙	316
鄢	893
銮	927
翠	3160
囊	2406
淳	1085
焕	1664
蓟	183
娄	1060
邸	376
姑	1728
惨	361
泪	124
滴	4304
玄	891
儒	2510
汐	380
拱	2059
涡	775
逊	542
诏	638
汀	19682
濂	400
陂	5964
剿	1415
崂	128
槐	1771
荫	1226
疃	286
豫	10946
埃	961
伞	1123
辰	3319
茶	42230
攸	170
芙	948
蓉	6066
醴	104
勋	1497
铀	458
徒	5719
濠	288
槽	4046
梧	4414
苍	1974
厢	11365
叙	587
悬	7838
梓	1875
瑙	183
猴	1048
瓮	560
畹	123
隧	10505
葛	4607
纱	2017
盆	2575
哨	1264
垛	490
蚕	2411
窖	747
敕	163
矾	408
酱	1194
酿	2307
堰	5489
涿	862
岚	2510
骆	1209
樟	4462
舜	641
灞	162
妙	679
狭	479
栈	1054
颂	787
厄	177
寓	6989
屿	14872
圩	2973
竟	362
芝	3231
袁	5641
偷	3597
榴	532
喜	9373
瞩	320
峥	431
嵘	485
奔	1638
拷	397
轴	6609
绳	2191
枕	426
刹	529
粘	5301
帆	2745
泳	9899
乎	1015
沼	12597
蹄	2054
耳	3902
鹰	3511
壶	932
葡	3515
萄	3232
雇	4330
钦	8359
钞	1038
湄	6507
妃	1350
姐	1165
卉	6158
腹	2794
橡	3458
贞	1913
绣	2129
淞	762
慕	977
蠡	155
蕾	1954
稔	317
楞	383
榄	817
喊	225
帕	699
拐	5864
堪	327
楷	1173
妹	2234
尉	465
缉	1041
纂	3671
袭	2046
撮	976
敲	750
宵	1004
纬	3136
蚀	3402
綦	132
聂	1595
谢	18701
屈	1939
谴	238
腺	2166
耀	5092
闫	1726
肝	4831
恒	12448
魄	415
痴	289
呆	1048
栓	3693
氟	8110
砷	2327
饪	1892
帼	945
怡	4343
趣	4229
蹈	3010
涯	1267
杠	4926
矫	7463
鄞	237
哺	1182
尾	32843
甩	1295
柴	10770
赃	482
撒	2559
旨	7713
矩	3120
亦	2130
磋	1761
辍	3264
氮	14082
颗	4241
氨	12741
粗	4416
摇	4389
枫	3157
赌	1825
睦	1121
衷	1265
贻	900
爽	619
彬	5839
鼎	3856
侠	405
乔	3380
岐	6122
玺	531
廷	2676
焊	3901
缀	388
垅	655
娩	2059
您	16568
婆	419
渤	2282
恳	1516
昕	1412
沽	804
淦	886
琪	2614
煜	1486
某	8557
邬	536
俞	3453
干	1956
龚	2526
恕	299
庞	1846
笑	1353
瀛	810
祯	816
谦	1837
铨	432
卜	1093
仕	2035
卵	1370
饵	922
抛	2556
浅	3303
磷	13002
搁	380
髓	1149
脐	519
辨	6409
皆	1216
棒	1511
脏	3990
髋	217
膝	351
味	9660
胎	5605
塌	8096
矸	2956
镀	2926
瓜	3639
凹	856
砾	219
欢	7065
扼	606
枉	511
鞭	1167
肾	1693
玻	9720
铃	4799
薯	5728
蔗	3377
陡	2076
弯	2146
旋	3793
辜	180
稍	426
喻	1860
赖	7932
淹	4132
坯	788
祺	641
滤	4152
轧	2283
琦	2012
乒	2592
乓	2490
棋	4081
跳	4062
歉	497
囤	1695
慌	747
匝	1493
弧	614
宴	3023
帐	18204
韦	2886
桦	937
戈	949
橄	495
翅	346
膀	218
斧	659
枪	3690
腕	408
焰	1566
碾	519
哇	176
砻	123
犀	458
摧	304
琳	5080
藻	1937
拯	221
驯	975
鄱	3636
弩	214
驮	326
敞	1299
桅	181
碎	3855
霆	166
熠	225
壑	168
湟	751
鸟	3627
嫩	709
爷	231
肿	4725
瘤	4941
穴	1816
昏	1096
迷	1934
嘱	921
畸	724
袒	189
侮	734
辱	1757
藩	369
篱	521
寅	667
卯	117
犁	408
掠	160
侍	105
跻	399
扇	1383
朴	1475
钛	1910
穆	1406
徙	354
扦	378
仰	2558
蕙	133
悖	213
膛	115
歇	1591
烃	2113
庸	1883
懒	1423
怠	2165
夹	2873
奢	1240
侈	618
靡	325
瞎	147
悲	134
铲	1551
摒	416
它	30434
扔	778
烤	6200
蜜	2052
肠	3361
骏	1635
俏	187
纫	259
饼	1901
涕	231
艘	1775
裔	175
酵	3078
酪	264
夸	1023
鳞	273
痹	1563
邪	873
肆	433
酷	408
奴	115
姆	905
樱	615
谅	538
浴	3791
磊	3943
渍	1021
淤	3939
龟	871
淠	301
浍	102
汴	534
碴	144
坎	2410
弗	189
谓	1091
肋	341
粱	257
穗	7372
芽	2837
赚	179
丈	1540
鳗	900
糜	209
忙	991
埂	388
蛇	563
冉	672
赉	638
郫	668
闵	4902
儋	133
穷	833
恰	1267
滦	1679
兖	292
陉	307
弛	330
惊	440
吵	135
闹	1153
毡	285
锣	633
趁	306
稼	259
垮	834
矽	304
汞	2917
钨	1653
凿	1798
搅	7062
漆	7953
苯	19161
衬	1206
氰	3840
氩	511
锰	2767
沥	9100
釜	280
燥	1628
萃	591
焙	956
铍	146
趸	822
贱	133
辊	372
硝	13448
铵	2636
紊	315
坳	413
砚	348
霾	1185
迸	263
捍	347
磅	581
驰	5983
仆	615
砌	4720
沸	267
撰	8525
扮	274
匮	700
憩	1154
吧	4556
暑	6390
骑	3576
枇	534
杷	539
拗	142
濑	330
雀	1000
怎	2538
啃	191
碘	5798
卤	1229
熬	105
谍	400
煽	579
哌	444
啶	1229
酮	4823
胺	9177
醚	3412
讫	771
莹	2375
辞	4134
誓	2421
帧	305
狩	533
晔	498
呋	1041
喃	1017
煮	625
酚	3303
镉	1588
魂	981
拾	1433
芍	114
茯	105
苓	182
芋	504
芪	389
枸	878
翘	279
桔	1965
芸	958
麝	107
酥	348
蛤	217
捉	511
驴	208
茸	260
瘫	1011
菊	3143
凉	4516
晕	210
跌	935
锭	724
裘	237
茉	942
莉	6462
怕	885
疯	163
狂	1270
扒	251
褥	390
匡	1001
絮	637
绒	2311
呢	294
蚊	2946
棕	621
娘	1000
滹	166
沱	480
馒	179
糠	363
胚	835
忌	1351
觐	164
厌	886
蹲	749
廓	669
涓	191
钒	1295
臂	734
篷	1599
啸	1638
溺	2129
泻	894
卒	578
骼	243
堑	281
弓	384
郯	183
惕	703
鲵	116
崩	2019
雍	812
寇	275
毯	1442
敛	411
诫	4375
婧	1080
罢	755
逮	563
钼	1479
锑	928
萤	759
煅	192
丑	317
悦	2827
郎	1661
赟	299
汲	1725
勿	653
窄	1212
峒	306
甜	2087
藤	1731
憨	238
秤	771
殴	832
踊	968
馨	2623
镶	651
邺	240
皋	903
禅	571
妊	2706
娠	2703
囱	548
桨	406
撞	2268
骚	410
陟	239
泌	1337
萝	1025
耦	707
仗	687
豹	568
蜱	136
螨	345
蝇	2289
韵	2011
荧	1339
桶	2964
沾	383
渚	122
锲	141
碌	172
骄	1734
躁	1555
镕	108
糟	127
粹	226
矢	717
欲	452
幻	482
渴	220
幽	153
灿	2114
诗	3638
猜	307
谜	242
棍	312
朋	2442
娜	3704
瞿	656
鹅	1898
唱	5440
襟	162
膨	915
胀	741
凳	430
聋	1758
砼	2973
汗	806
莎	762
豸	1025
颍	1059
栅	1126
磺	1752
罂	249
粟	522
脊	4335
诞	465
秽	721
瘾	349
萎	1206
籼	693
粳	395
苹	1680
柑	1959
橘	1544
浑	388
楔	164
帷	156
烷	10411
卿	1600
臻	862
绰	278
刺	2956
于	117
斡	334
敖	2081
仫	265
佬	452
驼	550
咪	326
茹	813
怒	553
浇	5669
沓	181
珞	175
畲	1554
骥	446
炜	2885
痼	165
奈	640
惧	302
诋	230
阱	241
阀	3022
钥	1058
匙	714
诵	2000
吻	473
诣	415
涣	343
梢	592
冗	205
飘	1547
疹	1906
犬	5592
灸	1173
嫦	125
炊	540
黏	401
耻	783
肴	360
蝉	175
弈	172
窥	169
伽	225
酶	1487
楣	111
笏	1107
筝	343
酉	170
涠	150
浔	500
鳏	107
椅	3809
酯	10411
醋	1831
伺	320
钙	2294
兹	598
钳	706
腌	482
坨	153
腈	1160
馏	421
钠	7887
睛	358
椎	845
淝	1515
濉	328
洙	115
葫	837
柠	524
檬	339
啤	1664
熄	1501
炔	988
醛	2677
坻	176
漪	136
邛	404
铊	247
涧	705
酰	3224
哥	751
赎	672
劵	114
洮	652
沤	180
诠	332
簧	377
袱	308
奸	135
贬	229
窒	702
唆	413
暇	133
胃	843
犊	171
芥	190
稞	499
牦	451
榈	154
茧	1391
谟	354
刮	475
姿	1075
烽	902
佘	593
滏	153
垢	279
愚	362
昧	134
朽	139
猖	146
獗	140
垸	913
虞	978
泖	164
肪	520
锶	350
铌	165
钽	183
藕	404
蚴	102
羁	458
筒	2487
锯	506
隘	205
僧	181
粥	181
缫	118
晾	756
橱	1256
筱	1292
瑾	947
琛	807
恨	138
凶	197
诽	246
谤	246
磴	270
漾	208
岑	1053
阡	312
峨	441
宕	211
栗	1025
巍	1248
亨	1234
澡	350
汊	260
汁	1073
侥	656
渲	169
聪	2231
柘	1297
淅	349
晃	199
沐	907
宛	617
愉	363
涤	1923
寰	237
琨	441
喹	362
啉	486
唑	870
奚	192
锤	736
筠	237
雏	714
裤	580
蜡	537
晤	561
玲	10638
赊	138
杖	234
喉	714
迳	633
崭	287
蕲	306
柞	206
葵	753
颐	889
饷	436
苑	7591
唤	394
璜	661
箔	783
霓	460
搪	178
釉	127
驭	306
炽	251
屑	638
闪	1616
烁	256
鳜	285
菱	1328
爪	302
鲶	108
咎	215
衅	199
倦	117
蚂	198
蚁	1834
铣	717
桢	462
娃	862
珉	257
佟	232
晟	2563
赐	415
铎	171
耘	281
窦	426
褚	364
珩	247
佐	2341
钰	1599
熹	403
铮	547
糕	1701
骸	250
戳	754
匈	210
挝	230
蛀	164
吁	326
睿	1386
妈	2271
肽	1088
瓣	311
蜗	327
孢	581
蔺	234
旷	683
纶	1321
笋	665
蒜	229
荞	195
袍	232
梨	1803
苎	202
蘑	468
菇	1453
袜	242
衫	372
酐	1295
脒	129
缠	395
瑜	2212
藜	141
镛	102
犹	281
逢	1343
酝	480
缜	109
浠	289
狼	465
禾	2283
彤	939
毓	666
郡	725
笃	315
墟	243
篆	361
嵩	1305
痪	402
藁	396
浜	657
熙	1515
埇	180
垱	275
跋	360
垭	606
蛟	2229
崆	263
棘	360
蛎	152
鲈	172
棣	255
嵊	307
澎	379
莺	770
蜘	155
蛛	214
昙	266
僻	335
掀	1381
肛	297
茄	783
溜	353
韭	232
狐	304
踩	1108
腭	169
柄	492
缙	184
耍	194
芮	294
丫	249
琥	867
珀	648
仡	135
寮	508
菠	181
叭	760
傩	117
笙	117
踢	311
砀	237
抖	489
螂	640
狗	264
笺	352
鞣	233
钿	143
窨	1275
擂	215
疽	344
夕	1083
祀	1161
霜	972
涟	141
罹	215
挚	441
盏	617
辣	711
苫	125
傍	345
牯	177
孰	111
弋	422
沌	223
茜	1019
篓	193
硼	1421
坞	720
轰	161
秭	1709
阙	1022
媚	316
莓	1287
爬	653
悔	352
坍	1888
坠	1770
胴	147
褐	447
獭	186
硐	962
倚	164
椰	260
抹	1156
荟	358
炯	430
隽	468
隗	108
掷	613
褪	258
挫	210
卑	152
亢	250
疲	1991
硒	1682
缸	1083
舵	187
肄	179
崃	384
蕨	109
筏	285
茫	147
淑	3175
铯	205
湍	127
捂	858
锗	210
镓	325
铋	192
娶	199
睫	151
亥	222
糯	187
驹	279
羟	696
茎	297
菉	162
锵	167
耙	157
棺	169
歹	121
窜	114
婉	568
谏	138
圻	171
溃	715
泓	1071
郢	1041
逗	265
捣	615
璞	283
姬	516
瑰	730
锆	377
戊	2800
埕	1384
骊	152
迄	200
锥	279
幔	117
钡	1031
菁	1534
帘	710
绽	112
萘	727
刨	319
痒	132
刍	524
宠	983
雌	166
隅	145
癫	247
痫	268
酗	313
摔	647
她	884
琢	119
漕	802
骂	402
烛	243
诀	198
蒽	108
翡	423
淼	1037
铟	355
猕	379
梵	198
薏	226
芭	255
腮	265
叔	1099
皿	134
苷	298
皓	824
拭	489
荪	179
昉	106
邕	366
拢	230
兢	298
怨	296
咬	426
箍	205
芹	1261
梆	119
肘	206
毽	107
镂	109
帖	236
粽	203
琶	344
廿	142
跤	498
裱	319
鲡	147
瘠	137
鸥	263
苔	395
秃	104
鹭	1650
鹃	391
伶	316
蝶	725
胭	131
寝	288
瀑	281
鸳	139
鸯	133
漓	436
葱	324
槎	144
黛	129
沮	316
菲	2063
恶	176
哑	674
羔	115
撕	215
轶	472
缪	852
祚	195
禧	303
粦	152
焱	552
忱	188
胥	322
靳	669
奕	1309
洵	125
丕	264
钵	172
堃	286
曰	113
璋	408
铿	166
朵	445
嗣	143
钗	416
戎	244
娇	920
胤	188
娣	585
翊	180
珂	373
拴	275
捡	506
晞	246
颅	227
昼	7727
蛮	446
柚	599
棵	551
挨	122
绎	146
璐	1527
璇	656
孺	147
蘖	204
鸦	1263
舫	181
珑	222
臧	305
趟	2434
懋	250
稚	206
韬	715
铧	119
呕	224
媛	1976
躲	201
渑	196
咯	175
蚤	119
柿	736
玫	904
侣	118
蕃	123
嫂	242
娟	7477
恋	387
佰	1090
鞠	263
宸	468
靓	543
蕊	544
疼	230
倩	1863
雯	1986
镖	139
珏	266
娴	492
罡	159
梁	148
崧	128
埯	296
萩	653
俐	309
晁	171
郜	138
宦	760
璨	157
镗	133
姣	232
婷	5175
茵	371
绮	157
坭	139
飚	252
垌	112
岜	150
邝	107
鹌	112
鹑	124
圪	265
珺	424
璟	511
昱	747
侃	230
讴	285
谌	253
抒	204
痢	180
脓	185
灼	363
陌	150
漱	379
瀚	1684
郏	198
吟	192
蝴	153
拧	111
篦	101
泮	358
怪	180
跷	101
堕	119
冥	125
懿	479
砥	239
埭	899
琚	288
樾	101
鸠	177
阚	289
楹	112
霁	107
婵	271
郾	170
诬	341
嗜	120
荚	121
痘	198
疡	162
氦	177
曳	178
嬉	133
惟	243
葳	131
嶝	643
胰	354
砜	249
蟑	1298
玖	444
屹	207
鳖	368
孪	184
玥	439
烨	1134
荃	234
昶	230
妮	874
姗	570
姝	310
昀	347
桉	615
骁	299
滢	280
翌	321
毋	238
芃	121
璀	127
蓓	1029
愧	146
妍	1074
爸	134
鸾	123
壹	1057
蟠	147
琰	285
吗	930
炫	245
啦	605
珈	133
晗	405
婕	609
羿	102
菡	177
灏	162
潇	545
妤	124
裙	663
淌	200
颤	194
薰	107
蛙	806
捺	207
喧	229
哗	218
娉	181
萱	369
蒂	490
聆	163
蹬	108
蹦	220
沣	185
碟	283
查	120
芗	412
翀	158
鳅	432
爵	221
旻	403
绚	153
逍	393
叮	132
旸	165
曜	114
昨	179
豌	105
斐	389
浊	332
仟	668
蒿	229
柒	258
砺	311
煎	663
哮	171
筐	132
檐	1423
砸	237
盥	203
砧	143
泔	252
茗	542
祎	214
跆	858
彧	172
胱	152
躯	141
呵	187
踝	106
闷	136
荤	129
蛆	120
霏	108
溅	277
嚼	105
厥	111
铖	194
惰	216
钣	1804
腻	306
锴	230
燎	270
锹	103
赅	151
脲	371
傲	293
趾	138
疮	277
榛	127
鲲	164
鲢	126
眩	168
煊	303
耽	188
澍	214
钝	130
蓼	391
苄	373
吡	1130
舷	104
竿	282
脾	315
榷	138
芘	107
柬	214
笫	122
鲫	138
颌	168
茭	101
箬	252
吋	120
钜	163
荻	150
毂	263
糙	162
蚜	261
虱	346
饺	113
仝	119
鳝	500
噻	320
垾	191
烔	357
壬	217
硎	119
铠	154
桁	300
癸	206
俯	106
嘧	150
瓴	348
钕	172
膦	205
嗪	332
颡	159
瘴	106
捌	193
苏	110
燊	222
嫣	182
碲	133
丞	265
铈	132
锟	137
癣	266
琯	722
墘	111
檩	116
肚	118
歆	236
栩	152
镧	113
濯	428
硋	117
劼	225
筼	114
筜	113
枋	245
喔	108
胍	133
焜	116
垚	131
榭	234
胪	510
硿	120
聿	131
岙	291
饯	366
峤	517
涌	176
俤	425
螟	630
鱿	152
枧	468
礤	208
砵	102
脯	108
芊	133
钇	124
芩	130
羰	105
贰	578
莅	161
炘	361
叁	624
炖	349
釆	176
蛳	106
烜	110
楂	145
苋	111
扉	135
炖	374
蛹	142
绶	184
垟	285
巯	172
胂	231
囗	251
焗	325
牐	233
侏	306
恬	178
肼	804
奓	182
猇	2149
